,city,lat,lng,country,population
3164,Kirano,-21.8333,47.05,Madagascar,13000.0
3165,Ambatondrakalavao,-19.4333,47.5,Madagascar,13000.0
3166,Mavorano,-21.7833,47.9333,Madagascar,13000.0
3167,Adi Keyh,14.8333,39.3667,Eritrea,13061.0
3168,Gouandé,10.7828,0.9186,Benin,13071.0
3169,Shīnīlē,9.6667,41.8333,Ethiopia,13132.0
3170,Betatao,-18.2,47.8833,Madagascar,13112.0
3171,Ambalakindresy,-21.1667,47.3333,Madagascar,13000.0
3172,Sali,26.9833,-0.0333,Algeria,13138.0
3173,Tsiately,-23.3167,47.6167,Madagascar,13000.0
3174,Mahaboboka,-22.9,44.3333,Madagascar,13115.0
3175,Belemoka,-21.7833,47.6167,Madagascar,13000.0
3176,Springbok,-29.6667,17.8833,South Africa,12790.0
3177,Bamessing,5.9847,10.3603,Cameroon,12726.0
3178,Mahatsinjo,-22.8,47.45,Madagascar,13000.0
3179,Befeta,-21.2333,47.05,Madagascar,13000.0
3180,Ambodiampana,-14.5333,49.8667,Madagascar,13000.0
3181,Anjiajia,-16.4833,46.9667,Madagascar,13000.0
3182,Andranomamy,-16.6,47.1333,Madagascar,13000.0
3183,Ksar Sghir,35.8419,-5.5586,Morocco,12997.0
3184,Kouti,6.5542,2.6616,Benin,12751.0
3185,Sakoabe,-22.2,47.8333,Madagascar,13000.0
3186,Gumani,9.45,-0.7667,Ghana,12506.0
3187,Ambohitsilaozana,-17.6833,48.45,Madagascar,13000.0
3188,Ambondrona,-21.2667,46.9833,Madagascar,13000.0
3189,Ampanefena,-13.8667,49.9667,Madagascar,13000.0
3190,Colesberg,-30.7167,25.1,South Africa,12423.0
3191,Morarano,-18.9,47.3167,Madagascar,13000.0
3192,Ambodisakoana,-15.4167,47.9333,Madagascar,13000.0
3193,Morafeno,-21.1,48.2,Madagascar,13000.0
3194,Mandritsara,-19.55,47.05,Madagascar,13000.0
3195,Gamboula,4.1333,15.15,Central African Republic,13048.0
3196,Amersfoort,-27.0078,29.8711,South Africa,12335.0
3197,Manalalondo,-19.25,47.1167,Madagascar,12995.0
3198,Marovandrika,-22.5167,47.6667,Madagascar,13000.0
3199,Evato,-22.6,47.6833,Madagascar,13000.0
3200,Kyotera,-0.6317,31.5433,Uganda,12789.0
3201,Manambolo,-15.2833,49.7,Madagascar,13000.0
3202,Sebt Bni Garfett,35.25,-5.8333,Morocco,12994.0
3203,Amborompotsy,-24.6667,44.95,Madagascar,13000.0
3204,Marovato,-25.5333,45.2667,Madagascar,13000.0
3205,Bemanevika,-14.1333,50.1,Madagascar,13000.0
3206,Antsirabe Afovoany,-15.95,48.9667,Madagascar,13000.0
3207,El Marsa,36.8111,3.2556,Algeria,12100.0
3208,Ankilimalinika,-22.95,43.5667,Madagascar,13000.0
3209,Sandrakatsy,-16.3333,49.6167,Madagascar,13000.0
3210,Manambidala,-22.75,47.2667,Madagascar,13000.0
3211,Isaka-Ivondro,-24.8,46.85,Madagascar,13000.0
3212,Andreba,-14.5833,48.1833,Madagascar,13000.0
3213,Ambararata,-15.0167,48.6333,Madagascar,13000.0
3214,Sahavalanina-Antenina,-16.5667,49.25,Madagascar,13000.0
3215,Ankilivalo,-20.2833,44.6333,Madagascar,13000.0
3216,Bolongongo,-8.4667,15.25,Angola,13019.0
3217,Mangindrano,-14.2833,48.9667,Madagascar,13000.0
3218,Ambohimahavelona,-23.4333,43.8833,Madagascar,13000.0
3219,Amboaboa,-15.9333,48.7167,Madagascar,13000.0
3220,Ambahoabe,-16.7667,49.5,Madagascar,13000.0
3221,Oulad Rahmoun,32.3278,-6.5006,Morocco,12720.0
3222,Andohajango,-15.9,48.5,Madagascar,13000.0
3223,Ampitasimo,-17.7833,48.3833,Madagascar,13000.0
3224,Ilafy,-17.8833,48.4167,Madagascar,13000.0
3225,Maktar,35.8606,9.2058,Tunisia,12942.0
3226,Tranovaho,-25.3,44.9667,Madagascar,13000.0
3227,Ampanavoana,-15.6667,50.2,Madagascar,13009.0
3228,Ambatolampy,-18.9,46.1167,Madagascar,13000.0
3229,Antongomena-Bevary,-15.95,45.9333,Madagascar,13000.0
3230,Bni Khloug,32.65,-7.3833,Morocco,12930.0
3231,Ambakireny,-17.6667,47.85,Madagascar,13000.0
3232,Bejofo,-17.8333,48.2333,Madagascar,13000.0
3233,Gomparou,11.3,2.4489,Benin,12934.0
3234,Kanel,15.4833,-13.1667,Senegal,12975.0
3235,Maroviro,-21.2333,44.7333,Madagascar,13000.0
3236,Bou Adel,34.5428,-4.5075,Morocco,12684.0
3237,Guisser,32.7667,-7.5,Morocco,12289.0
3238,Piketberg,-32.9,18.7667,South Africa,12075.0
3239,Kashasha,-1.7578,31.6158,Tanzania,12508.0
3240,Rokupr,9.0167,-12.95,Sierra Leone,12744.0
3241,Douar Oulad Youssef,32.4807,-6.3769,Morocco,12804.0
3242,Ambalarondra,-18.4667,48.9833,Madagascar,12884.0
3243,Tizgane,35.4136,-5.0696,Morocco,12773.0
3244,Kilindoni,-7.9167,39.65,Tanzania,12409.0
3245,Kasba Tanora,32.4751,-6.1498,Morocco,12783.0
3246,Arhribs,36.8022,4.3227,Algeria,12474.0
3247,Donwari,11.1197,2.8558,Benin,12773.0
3248,M’dhilla,34.25,8.75,Tunisia,12814.0
3249,Souakene,35.1167,-5.95,Morocco,12632.0
3250,Si Mustapha,36.7247,3.6153,Algeria,12087.0
3251,Teroual,34.6667,-5.2667,Morocco,12621.0
3252,Karagwe,0.6769,30.1967,Uganda,12045.0
3253,Oulad Ouchchih,35.0939,-5.9454,Morocco,12608.0
3254,Vohimarina,-21.64,46.8989,Madagascar,12559.0
3255,Burj al ‘Arab,30.8489,29.6117,Egypt,12625.0
3256,Sarahandrano,-14.7833,50.0167,Madagascar,12758.0
3257,Antanandava,-19.0833,47.95,Madagascar,12755.0
3258,Laamarna,31.8944,-8.9842,Morocco,12717.0
3259,Diari,9.8452,-0.8655,Ghana,12666.0
3260,Majanji,0.2408,33.9914,Uganda,11274.0
3261,Iferhounene,36.5338,4.3701,Algeria,12460.0
3262,Zag,28.0167,-9.3333,Morocco,12763.0
3263,Dabat,12.9842,37.765,Ethiopia,12574.0
3264,Ounagha,31.5333,-9.55,Morocco,12461.0
3265,Ahermoumou,33.8184,-4.4106,Morocco,12654.0
3266,Grand Baie,-20.0184,57.5802,Mauritius,11910.0
3267,Lalmatie,-20.0184,57.5802,Mauritius,11910.0
3268,Makuyu,-0.9,37.1833,Kenya,12541.0
3269,Aït Youssef Ou Ali,31.9833,-5.7833,Morocco,12673.0
3270,Zawiat Moulay Brahim,31.2858,-7.9656,Morocco,11813.0
3271,Bni Drar,34.8578,-1.9928,Morocco,10934.0
3272,New Germany,-29.8,30.8833,South Africa,12592.0
3273,El Adjiba,36.3333,4.15,Algeria,12486.0
3274,Godohou,7.0333,1.7833,Benin,12259.0
3275,Adré,13.4667,22.2,Chad,12571.0
3276,Mahavanona,-12.45,49.3667,Madagascar,12075.0
3277,Wadhraf,33.9833,9.9667,Tunisia,12557.0
3278,Cunda diá Baze,-8.9167,17.0667,Angola,12620.0
3279,Oshikango,-17.4,15.8833,Namibia,12423.0
3280,Brandfort,-28.7,26.4667,South Africa,12091.0
3281,Birni,9.9892,1.5269,Benin,12559.0
3282,Ongwediva,-17.7833,15.7667,Namibia,10964.0
3283,Tiadiaye,14.4167,-16.7,Senegal,12168.0
3284,Vohindava,-22.4167,47.8667,Madagascar,12000.0
3285,Diamou,14.0939,-11.2669,Mali,12550.0
3286,Bou Arkoub,36.54,10.55,Tunisia,12312.0
3287,Gandorhun,7.5564,-11.6925,Sierra Leone,12288.0
3288,Ouédo-Aguéko,6.4963,2.4268,Benin,10610.0
3289,Jaidte Lbatma,31.6806,-7.7281,Morocco,12330.0
3290,Sawādah,28.0775,30.7953,Egypt,10571.0
3291,Boumalne,31.3738,-5.9956,Morocco,12328.0
3292,Oulad Aïssa,30.558,-8.614,Morocco,12331.0
3293,Iarinarivo,-18.9167,47.4,Madagascar,12000.0
3294,Diamniadio,14.7219,-17.1789,Senegal,12326.0
3295,Siki,10.1833,2.3833,Benin,12398.0
3296,Kika,9.3,2.2667,Benin,12398.0
3297,Oulad Fares,35.5167,-5.9333,Morocco,12341.0
3298,Ambatomainty,-20.9,46.45,Madagascar,12421.0
3299,Pira,8.5,1.7333,Benin,12377.0
3300,Sagon,7.15,2.4167,Benin,12160.0
3301,Ambinanynony,-18.6,49.1167,Madagascar,12392.0
3302,Prieska,-29.6683,22.7439,South Africa,11236.0
3303,Oulad Amrane el Mekki,35.2167,-5.9667,Morocco,12252.0
3304,Gharbia,35.5153,-5.9306,Morocco,12274.0
3305,Nkheila,32.9572,-7.0731,Morocco,12306.0
3306,Tissa,34.2833,-4.6667,Morocco,11195.0
3307,Yakouren,36.7348,4.4386,Algeria,12203.0
3308,Ain Kansara,34.15,-4.8314,Morocco,12291.0
3309,Soklogbo,7.6937,2.2673,Benin,12278.0
3310,Malloussa,35.7333,-5.6333,Morocco,12250.0
3311,Mutoko,-17.4,32.2167,Zimbabwe,12336.0
3312,Barberton,-25.7861,31.0531,South Africa,11997.0
3313,Gatumba,-3.3333,29.25,Burundi,11700.0
3314,Aj Jourf,31.4903,-4.4014,Morocco,12302.0
3315,Kibungo,-2.1608,30.5442,Rwanda,11537.0
3316,Ouénou,9.787,2.6375,Benin,12245.0
3317,Lissegazoun,6.6167,2.0833,Benin,11856.0
3318,Ramabitsa,-29.7625,27.6139,Lesotho,12234.0
3319,Ambatomasina,-18.7333,47.45,Madagascar,11000.0
3320,Velddrif,-32.7833,18.1667,South Africa,11017.0
3321,Kathu,-27.7,23.05,South Africa,11510.0
3322,Ngou,5.2,10.3833,Cameroon,12000.0
3323,Sokouhoué,6.9,1.6667,Benin,11998.0
3324,Diré,16.2667,-3.4,Mali,12092.0
3325,Benoy,8.9908,16.3169,Chad,12097.0
3326,Ivoamba,-21.4,47.1667,Madagascar,12000.0
3327,Saclepea,7.1167,-8.8333,Liberia,12117.0
3328,Anjanazana,-15.3833,49.75,Madagascar,12000.0
3329,Maromiandra,-21.6833,47.5167,Madagascar,12000.0
3330,As Sars,36.0833,9.0167,Tunisia,12137.0
3331,Steha,35.346,-4.957,Morocco,12034.0
3332,Antanamalaza,-19.4,47.6333,Madagascar,12000.0
3333,Mayate,32.2667,-7.5167,Morocco,12101.0
3334,Ampasimbe,-16.8167,49.0,Madagascar,12122.0
3335,Nosiarina,-14.2167,50.05,Madagascar,12000.0
3336,Sorombo,-22.1,47.9167,Madagascar,12000.0
3337,Belampona,-14.6833,49.5167,Madagascar,11976.0
3338,Antaritarika,-25.4,45.75,Madagascar,12000.0
3339,Ambohimandroso,-21.8833,46.95,Madagascar,12000.0
3340,Ambalavero,-21.8,47.7833,Madagascar,12000.0
3341,Befody,-20.7667,47.9333,Madagascar,12000.0
3342,Umm ar Rizam,32.5325,23.0053,Libya,12098.0
3343,Gbanhi,8.4497,2.4737,Benin,12045.0
3344,Kévé,6.4278,0.9245,Togo,12000.0
3345,Omatjete,-21.05,15.5,Namibia,12000.0
3346,Ankafina Tsarafidy,-21.2,47.25,Madagascar,12000.0
3347,Oulad Daoud,34.4058,-4.6939,Morocco,11978.0
3348,Tori-Cada,6.5833,2.2,Benin,11952.0
3349,Mmadinare,-21.8746,27.7496,Botswana,12086.0
3350,Anorombato,-22.0167,47.7833,Madagascar,12000.0
3351,Ampondra,-13.4167,49.95,Madagascar,12000.0
3352,Sam,11.0333,2.7333,Benin,12006.0
3353,Sendrisoa,-22.0,46.95,Madagascar,12000.0
3354,Anjahambe,-17.3833,49.1333,Madagascar,12000.0
3355,Tefam,5.2667,10.4667,Cameroon,12000.0
3356,Fanambana,-13.55,49.9833,Madagascar,12000.0
3357,Ambohinamboarina,-21.0333,47.05,Madagascar,12000.0
3358,Souq Jamaa Fdalate,33.5911,-7.2792,Morocco,11966.0
3359,Mahazoarivo,-21.3667,46.8167,Madagascar,12000.0
3360,Saharefo,-21.6667,47.6833,Madagascar,12000.0
3361,Béna,12.0804,-4.189,Burkina Faso,11963.0
3362,Kountouri,10.405,0.9425,Benin,11958.0
3363,Beandrarezona,-14.4833,48.6833,Madagascar,12000.0
3364,Al Fayd,30.6167,-8.2167,Morocco,12011.0
3365,Ambaliha,-14.4667,48.3,Madagascar,12000.0
3366,Anjiamangirana I,-15.1667,47.7833,Madagascar,12000.0
3367,Farkhâna,35.2833,-3.0167,Morocco,10994.0
3368,Andonabe,-21.4667,47.95,Madagascar,12000.0
3369,Ambolomoty,-16.1667,46.7,Madagascar,12000.0
3370,Buqkoosaar,4.5108,44.8164,Somalia,12000.0
3371,Maromby,-24.35,46.5667,Madagascar,12000.0
3372,Bissorã,12.04,-15.4281,Guinea-Bissau,11964.0
3373,Ain Beida,31.585,-8.608,Morocco,11978.0
3374,Bou Merdès,35.45,10.7333,Tunisia,11829.0
3375,Bekapaika,-16.75,47.5667,Madagascar,12000.0
3376,Andrembesoa,-20.15,46.65,Madagascar,12000.0
3377,Andranovao,-17.6167,44.0667,Madagascar,12000.0
3378,Basibasy,-22.1667,43.65,Madagascar,12000.0
3379,Coussé,6.85,2.1333,Benin,11885.0
3380,Kibi,6.1667,-0.55,Ghana,11677.0
3381,Itondy,-19.05,45.35,Madagascar,12000.0
3382,Madina do Boé,11.75,-14.2167,Guinea-Bissau,12000.0
3383,Umm Badr,14.2167,27.9333,Sudan,12000.0
3384,Andramy,-17.9635,44.7855,Madagascar,12000.0
3385,El Arba Des Bir Lenni,34.3272,-4.2039,Morocco,11866.0
3386,Matmata,34.1,-4.55,Morocco,11928.0
3387,Aït I’yach,32.6908,-4.9292,Morocco,11946.0
3388,Tigzirt,36.8931,4.1225,Algeria,11962.0
3389,Tizi Nisly,32.4667,-5.7667,Morocco,11918.0
3390,Sidi Amer El Hadi,34.7992,-5.8394,Morocco,11814.0
3391,Zriba-Village,36.3333,10.25,Tunisia,11849.0
3392,Bechloul,36.3167,4.0667,Algeria,11775.0
3393,Mahazoarivo,-20.3833,47.4333,Madagascar,11869.0
3394,Péonga,10.3333,3.2667,Benin,11843.0
3395,Podor,16.6167,-15.0333,Senegal,11869.0
3396,Kete Krachi,7.8,-0.0167,Ghana,11788.0
3397,Gbéroubouè,10.5333,2.7333,Benin,11846.0
3398,Scottburgh,-30.2833,30.75,South Africa,11403.0
3399,Toualet,32.7333,-7.1833,Morocco,11815.0
3400,Agamé,6.7333,1.7667,Benin,11465.0
3401,Bugongi,-0.6356,30.2528,Uganda,11547.0
3402,Kuruman,-27.4597,23.4125,South Africa,10006.0
3403,Chilonga,-12.0244,31.3364,Zambia,11816.0
3404,Dolo Bay,4.1833,42.0833,Ethiopia,11810.0
3405,Moulay Driss Zerhoun,34.0542,-5.5272,Morocco,11615.0
3406,Jalalaqsi,3.4,45.5833,Somalia,11800.0
3407,Befandefa,-22.1333,43.3,Madagascar,11812.0
3408,Tifni,31.6281,-6.9444,Morocco,11760.0
3409,Ngerengere,-6.75,38.1167,Tanzania,11780.0
3410,Ventersburg,-28.0833,27.1333,South Africa,11260.0
3411,Ambatofisaka II,-20.0833,47.9,Madagascar,11724.0
3412,Lwakhakha,0.7967,34.3781,Uganda,10700.0
3413,Lundazi,-12.3,33.1833,Zambia,11635.0
3414,Ambohimahasoa,-21.1064,47.2161,Madagascar,11606.0
3415,Al M’aziz,33.6667,-6.3167,Morocco,11502.0
3416,Tamezmout,30.8075,-6.1142,Morocco,11697.0
3417,Lamosina,-21.64,46.8989,Madagascar,11534.0
3418,El Ançor,35.6833,-0.8667,Algeria,11469.0
3419,Kasempa,-13.455,25.835,Zambia,11700.0
3420,Isaka,-21.15,47.0,Madagascar,11642.0
3421,Dérassi,10.1667,3.2667,Benin,11630.0
3422,Befotaka,-17.0839,48.9667,Madagascar,11666.0
3423,Yirol,6.56,30.51,South Sudan,11650.0
3424,Surinam,-20.5139,57.5111,Mauritius,10507.0
3425,Sidi Tabet,36.9139,10.0361,Tunisia,11385.0
3426,Saint Helena Bay,-32.7583,18.0278,South Africa,11529.0
3427,Mangabe,-16.95,49.3333,Madagascar,11583.0
3428,Oulad Friha,32.6108,-7.625,Morocco,11581.0
3429,Sidi Moussa Ben Ali,33.5594,-7.3817,Morocco,11445.0
3430,Ross-Bétio,16.2667,-16.1333,Senegal,11588.0
3431,Nzeto,-7.229,12.865,Angola,11633.0
3432,Jamaat Shaim,32.35,-8.85,Morocco,11251.0
3433,Warden,-27.8539,28.9667,South Africa,10977.0
3434,Sidi Kasem,35.5339,-5.2183,Morocco,11537.0
3435,Derdara,35.1103,-5.2872,Morocco,11547.0
3436,Ihumwa,-6.1667,35.8833,Tanzania,11490.0
3437,Cadale,2.75,46.3167,Somalia,11600.0
3438,’Aïn Roua,36.3344,5.1806,Algeria,11499.0
3439,Dzouz,31.89,-7.32,Morocco,11501.0
3440,Timahdit,33.2369,-5.06,Morocco,10945.0
3441,Ghinda’e,15.45,39.0833,Eritrea,11560.0
3442,Tawnza,32.0944,-6.6025,Morocco,11488.0
3443,Bouabout,31.2667,-9.1833,Morocco,11494.0
3444,Douar Trougout,35.18,-3.77,Morocco,11458.0
3445,Omaruru,-21.4333,15.9333,Namibia,11547.0
3446,Kaboua,8.25,2.6833,Benin,11500.0
3447,Moyamba,8.1606,-12.4333,Sierra Leone,11485.0
3448,Sidéradougou,10.6876,-4.2627,Burkina Faso,11443.0
3449,El Khemis des Beni Chegdal,32.4441,-6.9551,Morocco,11444.0
3450,Er Regueb,34.8667,9.7833,Tunisia,11430.0
3451,Lahfayr,30.57,-8.4878,Morocco,11374.0
3452,Ain Legdah,34.1667,-4.5,Morocco,11422.0
3453,Ahlaf,33.2833,-7.2,Morocco,11451.0
3454,Jem’at Oulad ’Abbou,33.1156,-7.9333,Morocco,11299.0
3455,Abjīj,29.2861,30.8152,Egypt,10057.0
3456,Guinagourou,9.5667,2.95,Benin,11411.0
3457,Amdel,31.5617,-8.8944,Morocco,11438.0
3458,Douar Oulad Naoual,34.4936,-5.7108,Morocco,11371.0
3459,Laqraqra,32.4333,-7.4333,Morocco,11419.0
3460,Lafrayta,31.9167,-7.25,Morocco,11298.0
3461,Douar Sgarta,32.1667,-7.6333,Morocco,11387.0
3462,Dagbé,6.5667,2.6833,Benin,9498.0
3463,Lamsabih,32.2933,-8.6889,Morocco,11339.0
3464,Tilmi,31.8189,-5.7718,Morocco,11372.0
3465,El Ghourdane,32.34,-8.7728,Morocco,11291.0
3466,Kiwoko,0.8442,32.3614,Uganda,11013.0
3467,Commune Sidi Youssef Ben Ahmed,33.7861,-4.8152,Morocco,11292.0
3468,Ouaklim Oukider,31.45,-5.55,Morocco,11338.0
3469,Sidi Abdellah Ben Taazizt,34.0019,-5.3695,Morocco,11227.0
3470,Langarivo,-14.6,50.05,Madagascar,11326.0
3471,Charouine,29.0167,-0.2667,Algeria,11347.0
3472,Touama,31.5339,-7.4872,Morocco,11243.0
3473,Besalampy,-16.75,44.4833,Madagascar,11331.0
3474,Sebba,13.4333,0.5333,Burkina Faso,11298.0
3475,Ambotaka,-21.75,48.05,Madagascar,11000.0
3476,Kpandae,8.47,-0.02,Ghana,11239.0
3477,Rejiche,35.4667,11.0333,Tunisia,10806.0
3478,Inhassoro,-21.5333,35.2,Mozambique,11297.0
3479,Mpraeso,6.58,-0.7297,Ghana,11190.0
3480,Antsambalahy,-14.7167,49.9167,Madagascar,11284.0
3481,Iazizatene,35.2544,-3.115,Morocco,11131.0
3482,Enfida,36.1353,10.3808,Tunisia,11138.0
3483,Zaouiet Says,32.7931,-8.6506,Morocco,11160.0
3484,Douar Ain Maatouf,34.4352,-4.5566,Morocco,11165.0
3485,Edd,13.9333,41.7,Eritrea,11259.0
3486,Douar Jwalla,31.89,-7.44,Morocco,11168.0
3487,Boujediane,35.1114,-5.7823,Morocco,11166.0
3488,Plaine Magnien,-20.4286,57.6531,Mauritius,10443.0
3489,Efatsy-Anandroza,-23.1167,47.6,Madagascar,11000.0
3490,Iygli,29.5001,-9.0501,Morocco,11197.0
3491,Fīnch’a’ā,9.9,37.45,Ethiopia,11134.0
3492,Ambinanin’i Sakaleona,-20.5333,48.55,Madagascar,11133.0
3493,Mhangura,-16.9,30.15,Zimbabwe,11175.0
3494,Takad Sahel,30.25,-9.55,Morocco,10968.0
3495,Kariat Ben Aouda,34.7667,-5.95,Morocco,11087.0
3496,Sannieshof,-26.5333,25.8,South Africa,11016.0
3497,Imerimandroso,-17.4333,48.5833,Madagascar,11000.0
3498,Mangalmé,12.3547,19.6139,Chad,11155.0
3499,Begogo,-23.4833,46.7167,Madagascar,11146.0
3500,Oued Amlil,34.2,-4.2833,Morocco,10405.0
3501,Bir Ghbalou,36.2642,3.5836,Algeria,11016.0
3502,Manandroy,-21.1333,47.2667,Madagascar,11000.0
3503,Vinaninkarena,-19.95,47.05,Madagascar,11000.0
3504,Semuto,0.62,32.3278,Uganda,10935.0
3505,Aduku,2.0194,32.72,Uganda,10700.0
3506,Antanandava,-15.85,48.8167,Madagascar,11000.0
3507,Niémasson,10.3078,2.0378,Benin,11069.0
3508,Soamanova,-23.2833,47.6,Madagascar,11000.0
3509,Āwash,8.9944,40.1667,Ethiopia,11053.0
3510,Fotsialanana,-16.9333,49.4833,Madagascar,11000.0
3511,Sampona,-25.15,46.3167,Madagascar,11000.0
3512,Amporoforo,-22.4667,47.8,Madagascar,11000.0
3513,Andranomeva,-15.8,47.7667,Madagascar,11000.0
3514,Manambolosy,-16.0333,49.6667,Madagascar,11000.0
3515,Bevata,-23.2833,47.2833,Madagascar,11000.0
3516,Antakotako,-15.3167,49.8,Madagascar,11000.0
3517,Mahazony,-21.9833,47.0167,Madagascar,11000.0
3518,Ambinanindovoka,-21.9167,47.1,Madagascar,11000.0
3519,Antsambahara,-14.5333,49.95,Madagascar,11000.0
3520,Dek’emhāre,15.0667,39.0333,Eritrea,10959.0
3521,Kalafotsy,-22.2833,47.3167,Madagascar,11000.0
3522,Antsoha,-15.7667,48.85,Madagascar,11000.0
3523,Marovantaza,-15.3833,47.6667,Madagascar,11000.0
3524,Morafeno,-19.0833,47.1,Madagascar,11000.0
3525,Ambodimangavolo,-17.5167,48.95,Madagascar,11000.0
3526,Maroamalona,-15.3,48.6667,Madagascar,11000.0
3527,Ranomafana,-24.5667,46.9667,Madagascar,11000.0
3528,Ambodiampana,-16.8167,49.5667,Madagascar,11000.0
3529,Orlu,5.7837,7.0333,Nigeria,9351.0
3530,Analamitsivalana,-20.3167,44.6833,Madagascar,11000.0
3531,Marotandrano,-16.1667,48.8333,Madagascar,11000.0
3532,Ambohidranandriana,-19.8833,47.15,Madagascar,11000.0
3533,Antsahabe,-14.8,48.3833,Madagascar,11000.0
3534,Marolinta,-25.1,44.6167,Madagascar,11000.0
3535,Androndrona Anava,-15.75,49.2,Madagascar,11000.0
3536,Itzer,32.8833,-5.05,Morocco,10613.0
3537,Maroambihy,-14.4667,49.7667,Madagascar,11000.0
3538,Tsararano,-16.1667,46.6667,Madagascar,11000.0
3539,Qal‘at an Nakhl,29.9,33.75,Egypt,11023.0
3540,Tsinjomitondraka,-15.6667,47.1333,Madagascar,11000.0
3541,Jafra,31.5145,-8.7555,Morocco,10896.0
3542,Ambodimanary,-15.2167,48.0833,Madagascar,11000.0
3543,Antsakanalabe,-15.4167,48.2833,Madagascar,11000.0
3544,Miandrarivo,-18.9167,45.9333,Madagascar,11000.0
3545,Antanandava,-17.4833,48.6833,Madagascar,11013.0
3546,Ankavandra,-18.7722,45.2931,Madagascar,11000.0
3547,Adda-Douéni,-12.3,44.5,Comoros,10858.0
3548,Voloina,-15.5667,49.6167,Madagascar,11000.0
3549,Tranomaro,-24.6,46.4667,Madagascar,11000.0
3550,Soaserana,-21.1167,44.2167,Madagascar,11000.0
3551,Guéoul,15.4833,-16.35,Senegal,10918.0
3552,Bonthe,7.5264,-12.505,Sierra Leone,10206.0
3553,Sidi Namane,36.7581,3.9839,Algeria,10688.0
3554,Adohoun,6.6333,1.6667,Benin,10622.0
3555,Figuig,32.1167,-1.2269,Morocco,10872.0
3556,Chencha,6.25,37.5667,Ethiopia,10488.0
3557,Nyakosoba,-29.5047,27.8692,Lesotho,10893.0
3558,Hozin,6.5333,2.55,Benin,10076.0
3559,Yoko,6.7,2.6167,Benin,10543.0
3560,Ambohidanerana,-19.1833,46.7667,Madagascar,10786.0
3561,Sérékali,9.9186,3.0434,Benin,10818.0
3562,Ambato,-18.6,47.5,Madagascar,10642.0
3563,Villiersdorp,-33.9833,19.2833,South Africa,10004.0
3564,Keza,-2.754,30.682,Tanzania,10810.0
3565,Ngorongoro,-3.2496,35.52,Tanzania,10836.0
3566,Agouna,7.5667,1.7,Benin,10763.0
3567,Sanson,9.2833,2.4333,Benin,10784.0
3568,Ousseltia,35.84,9.58,Tunisia,10783.0
3569,Imi Mokorn,30.1675,-9.2322,Morocco,10748.0
3570,Foum Jam’a,31.96,-6.98,Morocco,9873.0
3571,Antenetibe,-18.7833,47.4167,Madagascar,10536.0
3572,Gounarou,10.8667,2.85,Benin,10767.0
3573,Douar Bouchfaa,34.1014,-4.2939,Morocco,10724.0
3574,Nkokonjeru,0.2394,32.9231,Uganda,10100.0
3575,Antanandehibe,-19.6833,48.3333,Madagascar,10756.0
3576,Takon,6.65,2.6167,Benin,10424.0
3577,Qamīnis,31.6572,20.0144,Libya,10713.0
3578,Tanant,31.8667,-6.95,Morocco,10706.0
3579,Kelilalina,-21.2833,47.55,Madagascar,10747.0
3580,Taouloukoult,31.2167,-9.0833,Morocco,10682.0
3581,Andovoranto,-18.9544,49.1094,Madagascar,10723.0
3582,Antsahadinta,-19.0167,47.4583,Madagascar,10434.0
3583,Arbaa Sahel,29.5993,-9.877,Morocco,10705.0
3584,Darling,-33.3833,18.3833,South Africa,10420.0
3585,Lamhadi,32.3,-9.0167,Morocco,10651.0
3586,Tamanar,31.0,-9.6667,Morocco,10584.0
3587,Fô-Bouré,10.1167,2.4,Benin,10677.0
3588,Ankarabato,-16.35,46.1833,Madagascar,10723.0
3589,Abadou,31.5797,-7.3122,Morocco,10602.0
3590,Sidi Brahim,35.2606,-0.5675,Algeria,10371.0
3591,Mantasoa,-19.0167,47.8333,Madagascar,10604.0
3592,Sebt Ait Ikkou,33.669,-6.1376,Morocco,10676.0
3593,Sidi Bousber,34.5667,-5.3667,Morocco,10528.0
3594,Ahogbeya,7.0333,1.9167,Benin,10330.0
3595,Antsaravibe,-13.05,49.0167,Madagascar,10648.0
3596,Hajeb el Aïoun,35.39,9.54,Tunisia,10631.0
3597,Nakonde,-9.3272,32.7583,Zambia,10652.0
3598,Agdz,30.6978,-6.4497,Morocco,10681.0
3599,Lohariandava,-18.7833,48.675,Madagascar,10670.0
3600,Had Laaounate,32.6128,-8.2256,Morocco,10580.0
3601,Akim Swedru,5.894,-1.0127,Ghana,10379.0
3602,Anoviara,-14.7333,49.8333,Madagascar,10667.0
3603,Betsiaka,-13.15,49.2333,Madagascar,10661.0
3604,Amtar,35.2385,-4.7943,Morocco,10574.0
3605,Kilibo,8.5717,2.6017,Benin,10616.0
3606,Lonkly,7.1333,1.6833,Benin,10445.0
3607,Hetane,32.8403,-6.8025,Morocco,10618.0
3608,Zawyat Ahançal,31.8325,-6.1056,Morocco,10657.0
3609,Aïn Zora,34.66,-3.53,Morocco,10601.0
3610,Souq Sebt Says,32.7773,-8.6433,Morocco,10488.0
3611,Toundout,31.2667,-6.5833,Morocco,10606.0
3612,Mokrisset,34.91,-5.3536,Morocco,10545.0
3613,Tourza,29.4778,-10.0158,Morocco,10577.0
3614,Aït Hani,31.7786,-5.4555,Morocco,10587.0
3615,Tnine Sidi Lyamani,35.37,-5.97,Morocco,10365.0
